brand,model,color,registration_date,year,price,power_kw,power_ps,transmission_type,fuel_type,fuel_consumption_l_100km,fuel_consumption_g_km,mileage_in_km,offer_description
ford,Ford Mustang Mach-E,silver,12/2022,2022,52488,198.0,269,Automatic,Electric,400 km (Ort),440.0,51.0,Standard Range B&O NAVI LED KAMERA E-HECKKLAPPE
ford,Ford Mustang Mach-E,white,08/2022,2022,51900,216.0,294,Automatic,Electric,739 km (Ort),610.0,9296.0,652 Mustang Mach-E Extended Range RWD Basis
ford,Ford Kuga,white,09/2022,2022,41490,165.0,224,Automatic,Hybrid,71 km (Ort),57.0,10000.0,2.5 Duratec PHEV ST-LINE X / Panorama-Schiebedach
ford,Ford Mustang Mach-E,orange,12/2022,2022,54980,198.0,269,Automatic,Electric,400 km (Ort),400.0,10.0,AWD Matrix-LED NAVI KAMERA SITZHEIZUNG SYNC4
ford,Ford Mustang Mach-E,orange,12/2022,2022,54980,198.0,269,Automatic,Electric,400 km (Ort),440.0,10.0,AWD MATRIX-LED ACC CO-PILOT360 KAMERA PDC-V+H uvw.
ford,Ford Mustang,blue,04/2023,2023,69995,358.0,487,Automatic,Electric,588 km (Ort),490.0,75.0,GT AWD Mach-E *Panoramadach*
ford,Ford Mustang Mach-E,grey,01/2023,2023,56700,216.0,294,Automatic,Electric,739 km (Ort),610.0,1500.0,Extended 99 KWH Heckantrieb 610 k
ford,Ford Explorer,green,05/2023,2023,74987,331.0,450,Manual,Hybrid,42 km (Ort),42.0,51.0,3.0 PHEV PLATINUM FORGED-GREEN-METALLIC
honda,Honda e,blue,12/2022,2022,33250,113.0,154,Automatic,Electric,210 km (Ort),210.0,2500.0,Advance-Paket*Modell2023*17Zoll
honda,Honda e,grey,10/2022,2022,39900,113.0,154,Automatic,Electric,210 km (Ort),210.0,5000.0,"Advance (17"")"
hyundai,Hyundai KONA,yellow,01/2019,2019,26500,150.0,204,Automatic,Electric,640 km (Ort),460.0,29300.0,EV Premium
hyundai,Hyundai IONIQ,grey,07/2019,2019,21990,88.0,120,Automatic,Electric,249 km (Ort),240.0,15800.0,Elektro Style
hyundai,Hyundai KONA,red,11/2020,2020,27490,100.0,136,Automatic,Electric,435 km (Ort),305.0,30570.0,EV Trend
hyundai,Hyundai KONA Elektro,white,12/2020,2020,31500,150.0,204,Automatic,Electric,550 km (Ort),460.0,17500.0,Akku 64kw
hyundai,Hyundai IONIQ,white,04/2020,2020,21619,88.0,120,Automatic,Electric,1 km (Ort),310.0,31700.0,Premium Elektro **Sofort Verfügbar**
hyundai,Hyundai KONA,white,02/2020,2020,25900,100.0,136,Automatic,Electric,407 km (Ort),289.0,18556.0,EV Style LED Navi Kam PDC SH Apps BT ACC
hyundai,Hyundai IONIQ 5,beige,12/2021,2021,40990,160.0,218,Automatic,Electric,646 km (Ort),451.0,50284.0,"72,6 kWh Dynamiq"
hyundai,Hyundai TUCSON,blue,05/2021,2021,39990,195.0,265,Automatic,Hybrid,62 km (Ort),74.0,10700.0,1.6 T-GDi Plug-in-Hybrid 4WD Trend
hyundai,Hyundai TUCSON,green,12/2021,2021,36990,195.0,265,Automatic,Hybrid,62 km (Ort),74.0,20000.0,1.6 T-GDi Plug-in-Hybrid 4WD Trend
hyundai,Hyundai TUCSON,red,10/2021,2021,42350,195.0,265,Automatic,Hybrid,74 km (Ort),62.0,21000.0,Tucson 1.6 T-GDI N-Line Plug-In Hybrid Navi LED BC
hyundai,Hyundai KONA,silver,04/2021,2021,37990,150.0,204,Automatic,Electric,660 km (Ort),484.0,6165.0,EV Trend
hyundai,Hyundai KONA,white,03/2021,2021,29990,150.0,204,Automatic,Electric,660 km (Ort),484.0,21190.0,"Elektro 150kW Trend, Navi-Paket, Winterr., Kamera"
hyundai,Hyundai IONIQ 5,beige,10/2022,2022,51990,160.0,218,Automatic,Electric,646 km (Ort),451.0,9720.0,"72,6 kWh Uniq"
hyundai,Hyundai KONA,blue,04/2022,2022,37790,150.0,204,Automatic,Electric,660 km (Ort),484.0,12500.0,KONA EV PRIME *sofort verfügbar*
hyundai,Hyundai IONIQ 5,brown,10/2022,2022,43889,160.0,218,Automatic,Electric,646 km (Ort),451.0,10100.0,"72,6 kWh,ASCC,VOLL-LED,NAVI,2-ZONENKLIMAAUTO,SH,LH"
hyundai,Hyundai KONA,red,10/2022,2022,39990,150.0,204,Automatic,Electric,660 km (Ort),484.0,120.0,"Elektro Edition Navigationsystem, Soundsystem, ..."
hyundai,Hyundai TUCSON,red,06/2022,2022,42480,195.0,265,Automatic,Hybrid,62 km (Ort),74.0,10000.0,"1.6 T-GDi Plug-in-Hybrid 4WD Prime,KRELL SOUND,DAB"
hyundai,Hyundai KONA,red,12/2022,2022,41260,100.0,136,Automatic,Electric,435 km (Ort),305.0,3500.0,KONA Elektro BEV Trend-Paket +Navi-Paket+Assistenz
hyundai,Hyundai TUCSON,black,07/2022,2022,39500,132.0,179,Automatic,Hybrid,50 km (Ort),55.0,7900.0,1.6 T-GDi HEV 4WD Prime
hyundai,Hyundai IONIQ,black,12/2022,2022,29888,104.0,141,Automatic,Hybrid,66 km (Ort),52.0,10.0,Plug-in-Hybrid 1.6 GDI Advantage (AE)
hyundai,Hyundai TUCSON,white,04/2022,2022,43990,195.0,265,Automatic,Hybrid,62 km (Ort),74.0,12000.0,1.6 T-GDi Plug-in-Hybrid 4WD N Line
hyundai,Hyundai TUCSON,white,06/2022,2022,39990,195.0,265,Automatic,Hybrid,74 km (Ort),62.0,8000.0,Plug-in-Hybrid  +Trend-P.+Kamera+SHZ+Klima+
hyundai,Hyundai IONIQ 6,grey,03/2023,2023,63799,239.0,325,Automatic,Electric,658 km (Ort),519.0,39.0,"77,4 kWh 4WD Techniq"
hyundai,Hyundai IONIQ 6,silver,02/2023,2023,56950,239.0,325,Manual,Electric,658 km (Ort),519.0,3800.0,"77,4 kWh 4WD Uniq"
hyundai,Hyundai TUCSON,silver,06/2023,2023,46990,132.0,179,Automatic,Hybrid,62 km (Ort),74.0,20.0,1.6 T-GDi Plug-in-Hybrid 4WD Prime
hyundai,Hyundai KONA,white,03/2023,2023,28960,100.0,136,Automatic,Electric,435 km (Ort),305.0,15.0,"EV Select,ASCC,RÜCKFAHRKAMERA,KLIMAAUTOMATIK,DAB+,"
hyundai,Hyundai KONA,white,03/2023,2023,35990,100.0,136,Automatic,Electric,435 km (Ort),305.0,10.0,EV Trend (OS)
jaguar,Jaguar I-Pace,grey,02/2021,2021,62490,294.0,400,Automatic,Electric,594 km (Ort),454.0,4714.0,I-PACE S EV400S BLACKPAK+PANO+STD-HEIZ.+HEAD-UP
jeep,Jeep Renegade,grey,12/2020,2020,31690,177.0,241,Automatic,Other,55 km (Ort),50.0,13055.0,S PHEV 4Xe Voll-LED/NAV/Park-/Sicht-/Winter Paket/
jeep,Jeep Wrangler,blue,12/2021,2021,71988,280.0,381,Automatic,Hybrid,53 km (Ort),44.0,103.0,Unlimited 2.0 PHEV AUTOMATIK Sahara LEDER SICHTP.
jeep,Jeep Compass,blue,12/2022,2022,39488,177.0,241,Automatic,Hybrid,52 km (Ort),49.0,51.0,4xe PHEV S TECHNOLOGIE- WINTER- LEDER-P. MODE3-LAD
jeep,Jeep Compass,grey,12/2022,2022,39585,177.0,241,Automatic,Hybrid,52 km (Ort),47.0,51.0,4xe PHEV S TECHNOLOGIE- WINTER- LEDER-P. MODE3-LAD
jeep,Jeep Renegade,grey,07/2022,2022,39999,177.0,241,Automatic,Hybrid,54 km (Ort),47.0,10.0,1.3 T-GDI 4xe PLUG-IN Hybrid NAVI WINTER-PKT R-KAM
jeep,Jeep Compass,black,12/2022,2022,39585,177.0,241,Automatic,Hybrid,52 km (Ort),47.0,51.0,4xe PHEV S TECHNOLOGIE- WINTER- LEDER-P. MODE3-LAD
jeep,Jeep Compass,white,11/2022,2022,39488,177.0,241,Automatic,Hybrid,52 km (Ort),49.0,51.0,4xe PHEV S TECHNOLOGIE- WINTER- LEDER-P. MODE3-LAD
jeep,Jeep Compass,white,12/2022,2022,38988,133.0,181,Automatic,Hybrid,56 km (Ort),47.0,10.0,4xe PHEV Trailhawk LEDER WINTER MODE3-Ladekabel
jeep,Jeep Renegade,blue,06/2023,2023,48061,139.0,189,Automatic,Hybrid,55 km (Ort),48.0,5000.0,"Renegade PHEV MY23 S-Edition, Klimaautomatik"
kia,Kia Niro,white,01/2019,2019,24450,104.0,141,Automatic,Hybrid,58 km (Ort),58.0,50900.0,1.6 PHEV Vision | Navi
kia,Kia Soul,blue,12/2020,2020,31990,150.0,204,Automatic,Electric,464 km (Ort),464.0,23500.0,e-Soul Vision
kia,Kia Niro,grey,08/2020,2020,31500,150.0,204,Automatic,Electric,300 km (Ort),450.0,80000.0,e- Spirit (DE)
kia,Kia EV6,blue,10/2021,2021,46990,168.0,228,Automatic,Electric,687 km (Ort),504.0,22500.0,"77,4-kWh GT-line"
kia,Kia EV6,grey,12/2021,2021,42550,125.0,170,Automatic,Electric,578 km (Ort),394.0,5880.0,58-kWh
kia,Kia EV6,green,11/2021,2021,38000,125.0,170,Automatic,Electric,578 km (Ort),394.0,11800.0,58-kWh
kia,Kia e-Niro,black,04/2021,2021,32000,150.0,204,Unknown,Electric,550 km (Ort),400.0,20600.0,Spirit
kia,Kia Ceed SW / cee'd SW,silver,12/2021,2021,37600,77.0,105,Automatic,Other,57 km (Ort),47.0,29.0,1.6 GDI DCT OPF Plug-in-Hybrid Platinum
kia,Kia Niro,blue,07/2022,2022,33990,135.0,184,Automatic,Hybrid,76 km (Ort),59.0,9900.0,1.6 GDI PHEV 2WD OPF Aut. Spirit
kia,Kia XCeed,grey,11/2022,2022,37780,104.0,141,Automatic,Hybrid,58 km (Ort),58.0,5000.0,XCeed 1.6 GDI DCT6 Plug-In Platinum/Glasdach
kia,Kia EV6,grey,12/2022,2022,52950,239.0,325,Automatic,Electric,630 km (Ort),506.0,8000.0,"77,4-kWh AWD"
kia,Kia XCeed,grey,12/2022,2022,28390,104.0,141,Automatic,Hybrid,54 km (Ort),42.0,149.0,1.6 GDI DCT6 OPF Plug-in-Hybrid VISION + Komfort
kia,Kia Ceed / cee'd,grey,06/2022,2022,31990,104.0,141,Automatic,Hybrid,57 km (Ort),50.0,5266.0,SW 1.6 GDI DCT OPF Plug-in-Hybrid Vision
kia,Kia EV6,silver,07/2022,2022,51500,239.0,325,Automatic,Electric,500 km (Ort),500.0,9300.0,"EV6 77,4-kWh  GT-line, AWD,WP,P5,P6,AHK"
kia,Kia Niro,grey,05/2023,2023,47900,150.0,204,Automatic,Electric,460 km (Ort),460.0,2500.0,EV Beyond30 Wärmepumpe+DriveWise+Tech+Relax
kia,Kia Niro,grey,05/2023,2023,49990,150.0,204,Automatic,Electric,604 km (Ort),406.0,1500.0,"EV 64,8 kWh Inspiration Glasdach, Sound, Leder"
kia,Kia EV6,black,02/2023,2023,48775,239.0,325,Automatic,Electric,506 km (Ort),506.0,7900.0,"77.4 KW AWD, Wärmepumpe, Navi"
land-rover,Land Rover Range Rover Evoque,white,05/2023,2023,64844,227.0,309,Automatic,Hybrid,68 km (Ort),68.0,1000.0,P300E SE AWD PIH MY23
mazda,Mazda MX-30,black,11/2020,2020,20970,107.0,145,Automatic,Electric,262 km (Ort),200.0,35456.0,e-SKYACTIV ELEKTRO First Edit CarPlay+HeadUP+Matrx
mazda,Mazda CX-60,red,08/2022,2022,49490,241.0,328,Automatic,Hybrid,69 km (Ort),63.0,6500.0,AWD PHEV Aut. HOMURA
mazda,Mazda MX-30,black,11/2022,2022,29500,107.0,145,Automatic,Electric,262 km (Ort),200.0,340.0,e-SKYACTIV EV MAKOTO
mazda,Mazda CX-60,white,08/2022,2022,48490,141.0,192,Automatic,Hybrid,68 km (Ort),63.0,2000.0,AWD PHEV Automatik TAKUMI Panoramadach Bose Leder
mercedes-benz,Mercedes-Benz E 300,black,02/2020,2020,35980,225.0,306,Automatic,Diesel Hybrid,48 km (Ort),44.0,116450.0,de T 9G-TRONIC AMG Line AHK HUD NAVI SHZ
mercedes-benz,Mercedes-Benz C 300,white,03/2020,2020,35450,225.0,306,Automatic,Diesel Hybrid,53 km (Ort),49.0,63058.0,de T 9G-TRONIC Avantgarde LED-AHK-NAVI-uvm
mercedes-benz,Mercedes-Benz EQC 400,silver,07/2021,2021,48770,300.0,408,Automatic,Electric,458 km (Ort),409.0,12700.0,"4M MULTIBEAM/Schiebe-D/Spiegel-P/Cam/19"""
mercedes-benz,Mercedes-Benz EQE 300,blue,11/2022,2022,71840,180.0,245,Automatic,Electric,690 km (Ort),615.0,11050.0,AMG/Night-Paket/360°/AHK/Burmester Navi/Styling
mercedes-benz,Mercedes-Benz EQB 300,white,08/2022,2022,54450,168.0,228,Automatic,Electric,495 km (Ort),411.0,6000.0,4M AMG Line LEDER DISTRONIC verfügbar
mercedes-benz,Mercedes-Benz EQA,white,11/2022,2022,44790,140.0,190,Automatic,Electric,603 km (Ort),480.0,2552.0,250 Progressive SHZ Pano Kamera EasyPack
mercedes-benz,Mercedes-Benz EQA,red,03/2023,2023,56900,140.0,190,Automatic,Electric,600 km (Ort),467.0,2999.0,250  AMG+PANO+HUD+MEMORY+THERMOTRONIC+360°++
mercedes-benz,Mercedes-Benz EQS,black,04/2023,2023,144990,265.0,360,Automatic,Electric,599 km (Ort),524.0,5000.0,450 4M SUV AMG Sitzklim*Hypersc*Di.Light*AHK
mercedes-benz,Mercedes-Benz EQA,black,05/2023,2023,56900,140.0,190,Automatic,Electric,597 km (Ort),465.0,2999.0,"250  AMG+AHK+PANO+DISTR+360°+20""+TOTWINKEL++"
mini,MINI Cooper SE Countryman,black,03/2019,2019,28750,165.0,224,Automatic,Hybrid,34 km (Ort),32.0,53500.0,Chili HuD NAVI H&K
mini,MINI Cooper SE,black,11/2019,2019,29890,135.0,184,Automatic,Electric,301 km (Ort),230.0,17200.0,"Cooper SE ALL4 Chili/18""/Kamera/Navi/LED/DAB"
mini,MINI Cooper SE,grey,12/2020,2020,24680,135.0,184,Automatic,Electric,307 km (Ort),233.0,16584.0,Trim S*LED*Wärmepumpe*Schnell-Laden*
mini,MINI Cooper SE,green,03/2020,2020,24980,135.0,184,Manual,Electric,304 km (Ort),231.0,37262.0,3-Türer DAB LED RFK Navi Komfortzg.
mini,MINI Cooper SE,green,04/2020,2020,25970,135.0,184,Manual,Electric,303 km (Ort),230.0,27436.0,3-Türer RFK Navi SHZ LED PDC DAB Shz
mini,MINI Cooper SE,red,10/2020,2020,28911,135.0,184,Manual,Electric,295 km (Ort),226.0,9034.0,Head-Up HK HiFi DAB LED Kamera uvm.
mini,MINI Cooper SE,black,03/2020,2020,23950,135.0,184,Automatic,Electric,303 km (Ort),229.0,37150.0,Trim M DAB LED RFK Navi Komfortzg.
mini,MINI Cooper SE,black,03/2020,2020,31900,135.0,184,Manual,Electric,300 km (Ort),228.0,31689.0,3-Türer Head-Up HK HiFi DAB LED RFK
mini,MINI Cooper SE,silver,04/2020,2020,23466,135.0,184,Automatic,Electric,301 km (Ort),230.0,27817.0,"A,3-Türer,Head-Up,HK,Rückfahrkamera,DAB,LED Schein"
mini,MINI Cooper SE,silver,02/2020,2020,23990,135.0,184,Automatic,Electric,301 km (Ort),270.0,23128.0,Trim L*Head Up*Harman Kardon*17 Zoll*
mini,MINI Cooper SE,silver,09/2020,2020,24750,135.0,184,Automatic,Electric,304 km (Ort),231.0,13750.0,3-Türer DAB LED RFK Navi Komfortzg.
mini,MINI Cooper SE,silver,12/2020,2020,21990,135.0,184,Manual,Electric,307 km (Ort),233.0,36113.0,3-Türer DAB LED Navi Tempomat
mini,MINI Cooper SE,grey,03/2021,2021,26960,135.0,184,Manual,Electric,307 km (Ort),233.0,4850.0,3-Türer DAB LED Navi Tempomat
mini,MINI Cooper SE,grey,02/2021,2021,26800,135.0,184,Manual,Electric,304 km (Ort),231.0,9708.0,3-Türer DAB LED RFK Navi Komfortzg.
mini,MINI Cooper SE,grey,03/2021,2021,25990,135.0,184,Manual,Electric,310 km (Ort),234.0,14959.0,3-Türer DAB LED Navi Tempomat
mini,MINI Cooper SE,grey,07/2021,2021,28920,135.0,184,Manual,Electric,308 km (Ort),230.0,17696.0,Elektro 3-Türer DAB LED RFK Navi ACC
mini,MINI Cooper SE,red,07/2021,2021,31850,135.0,184,Automatic,Electric,307 km (Ort),230.0,18200.0,"Classic Trim 17""/Navi/Driv+ParkAss/ACC Autom./LED"
mini,MINI Cooper SE,red,03/2021,2021,27998,75.0,102,Automatic,Electric,294 km (Ort),242.0,13564.0,Trim XL/Navi/Pano/HUD/Leder/Kamera
mini,MINI Cooper SE,black,08/2021,2021,31899,135.0,184,Automatic,Electric,259 km (Ort),203.0,9300.0,SE MINI Yours Trim
mini,MINI Cooper SE,silver,04/2021,2021,26420,135.0,184,Automatic,Electric,301 km (Ort),242.0,20200.0,3-Türer Navi Head-Up HK HiFi DAB SHZ LED PDC RFK
mini,MINI Cooper SE,blue,07/2022,2022,32000,135.0,184,Automatic,Electric,234 km (Ort),226.0,4500.0,"32,6kWh Aut."
mini,MINI Cooper SE,grey,11/2022,2022,28900,135.0,184,Automatic,Electric,309 km (Ort),232.0,2500.0,"Driving Assistent, LED, Navi,  DAB"
mini,MINI Cooper SE,red,09/2022,2022,31450,135.0,184,Automatic,Electric,300 km (Ort),227.0,6550.0,3-Türer Head-Up HK HiFi DAB LED RFK
mini,MINI Cooper SE,black,01/2022,2022,26796,135.0,184,Manual,Electric,309 km (Ort),231.0,9729.0,Classic Trim / Wärmepumpe / RFK
mini,MINI Cooper SE,silver,03/2022,2022,27300,135.0,184,Automatic,Electric,304 km (Ort),229.0,18500.0,Yours Trim
mini,MINI Cooper SE,green,04/2023,2023,40900,135.0,184,Automatic,Electric,307 km (Ort),231.0,2000.0,"Resolute Edition, Yours Leder,  DAB"
mitsubishi,Mitsubishi Outlander,red,03/2019,2019,26999,99.0,135,Automatic,Hybrid,54 km (Ort),54.0,21220.0,Outlander Plug-in Hybrid BASIS 2.4 MIVEC 4WD
mitsubishi,Mitsubishi Outlander,silver,08/2019,2019,25490,165.0,224,Automatic,Hybrid,54 km (Ort),54.0,61949.0,PHEV BASIS Spirit 2.4 4WD
mitsubishi,Mitsubishi Eclipse Cross,blue,11/2022,2022,40590,138.0,188,Automatic,Hybrid,61 km (Ort),61.0,3000.0,PHEV Select Black 2.4 MIVEC 4WD
mitsubishi,Mitsubishi Eclipse Cross,brown,12/2022,2022,35600,72.0,98,Automatic,Hybrid,61 km (Ort),61.0,100.0,Plug-in Hybrid PLUS mit Select -Paket
mitsubishi,Mitsubishi Eclipse Cross,brown,11/2022,2022,36990,72.0,98,Automatic,Hybrid,61 km (Ort),61.0,1000.0,Plug-in Hybrid PLUS Select
mitsubishi,Mitsubishi Eclipse Cross,brown,12/2022,2022,34900,138.0,188,Automatic,Hybrid,61 km (Ort),61.0,5.0,Plug-in Hybrid PLUS 4WD SmartLink
mitsubishi,Mitsubishi Eclipse Cross,grey,12/2022,2022,39830,72.0,98,Automatic,Hybrid,61 km (Ort),61.0,10.0,Plug-in Hybrid Select Black 4WD
mitsubishi,Mitsubishi Eclipse Cross,grey,11/2022,2022,34290,72.0,98,Automatic,Hybrid,61 km (Ort),61.0,1000.0,PHEV Plus Select 4WD
mitsubishi,Mitsubishi Eclipse Cross,grey,12/2022,2022,34990,72.0,98,Automatic,Hybrid,61 km (Ort),61.0,15.0,Plug-in Hybrid PLUS mit Select -P.
mitsubishi,Mitsubishi Eclipse Cross,grey,11/2022,2022,33150,72.0,98,Automatic,Hybrid,61 km (Ort),61.0,5.0,Plug-in Hybrid BASIS 2.4 MIVEC 4WD
mitsubishi,Mitsubishi Eclipse Cross,red,12/2022,2022,38890,72.0,98,Automatic,Hybrid,61 km (Ort),61.0,4500.0,PHEV/ + Select -Paket/ Winterräder
mitsubishi,Mitsubishi Eclipse Cross,red,12/2022,2022,39030,72.0,98,Automatic,Hybrid,61 km (Ort),61.0,10.0,Plug-in Hybrid PLUS Select -Paket
mitsubishi,Mitsubishi Eclipse Cross,red,12/2022,2022,32800,138.0,188,Automatic,Hybrid,61 km (Ort),61.0,31.0,Plug-in Hybrid PLUS Aktion Nimm 8
mitsubishi,Mitsubishi Eclipse Cross,red,06/2022,2022,39590,72.0,98,Automatic,Hybrid,61 km (Ort),61.0,3800.0,Plug-in Hybrid Select Black 4WD
